product_category,product_status,application_industry,application_scenario,recommended_grit,customer_type,buyer_role,purchase_focus,required_evidence,competitive_factor,suitability,confidence,source_ids,internal_confirmation_required,notes
二级棕刚玉,current_saleable,角磨片,磨削片/角磨片,pending,磨具制造商,产品开发；质量；采购,磨削效率；寿命；烧伤；结合剂适配,企业规格/测试方法；目标客户规格；样品或成品试验；COA/TDS/SDS；批次稳定性,成品试验与技术支持,requires_high_risk_validation,low,SRC-014;SRC-023,yes,不得推断为 recycled/reclaimed；须先确认来源、杂质、粒度、污染风险和禁用场景。
二级棕刚玉,current_saleable,涂附磨具,涂附磨料制品,pending,涂附磨具制造商,涂布工艺；产品开发；采购,P 粒度；粒形；静电植砂；吸胶；胶黏剂相容性,企业规格/测试方法；目标客户规格；样品或成品试验；COA/TDS/SDS；批次稳定性,涂布线和成品 A/B,requires_high_risk_validation,low,SRC-015,yes,不得推断为 recycled/reclaimed；须先确认来源、杂质、粒度、污染风险和禁用场景。
二级棕刚玉,current_saleable,砂带,工业砂带,pending,涂附磨具制造商,产品开发；采购,P 粒度；植砂；切削；寿命；脱粒,企业规格/测试方法；目标客户规格；样品或成品试验；COA/TDS/SDS；批次稳定性,成品切削/寿命与稳定,requires_high_risk_validation,low,SRC-015,yes,不得推断为 recycled/reclaimed；须先确认来源、杂质、粒度、污染风险和禁用场景。
二级棕刚玉,current_saleable,砂纸,砂纸及研磨片,pending,涂附磨具制造商,产品开发；采购,P 粒度；表面质量；胶黏剂相容性,企业规格/测试方法；目标客户规格；样品或成品试验；COA/TDS/SDS；批次稳定性,表面效果与批次一致,requires_high_risk_validation,low,SRC-015,yes,不得推断为 recycled/reclaimed；须先确认来源、杂质、粒度、污染风险和禁用场景。
二级棕刚玉,current_saleable,喷砂,喷射清理介质,pending,喷砂企业；磨料经销商,表面处理工程师；HSE；采购,粒形；粉尘；污染；粒度；循环使用；SDS,企业规格/测试方法；目标客户规格；样品或成品试验；COA/TDS/SDS；批次稳定性,单位使用成本与表面结果,conditional_candidate,low,SRC-008;SRC-010;SRC-017;SRC-018,yes,不得推断为 recycled/reclaimed；须先确认来源、杂质、粒度、污染风险和禁用场景。
二级棕刚玉,current_saleable,表面处理,除锈/粗化/涂装前处理,pending,表面处理企业,工艺工程师；质量；采购,表面轮廓；清洁度；污染；粉尘,企业规格/测试方法；目标客户规格；样品或成品试验；COA/TDS/SDS；批次稳定性,目标基材试喷结果,conditional_candidate,low,SRC-008;SRC-010;SRC-017;SRC-018,yes,不得推断为 recycled/reclaimed；须先确认来源、杂质、粒度、污染风险和禁用场景。
二级棕刚玉,current_saleable,铸造清砂,铸件清理与去氧化皮,pending,铸造厂；喷砂服务商,铸造工艺；车间；采购,清理效率；表面损伤；污染；粉尘,企业规格/测试方法；目标客户规格；样品或成品试验；COA/TDS/SDS；批次稳定性,铸件试喷与单位工件成本,conditional_candidate,low,SRC-010,yes,不得推断为 recycled/reclaimed；须先确认来源、杂质、粒度、污染风险和禁用场景。
二级棕刚玉,current_saleable,耐火材料,定形/不定形耐火配方,pending,耐火材料制造商,配方研发；质量；采购,Al2O3/杂质；粒级；密度；配方稳定,企业规格/测试方法；目标客户规格；样品或成品试验；COA/TDS/SDS；批次稳定性,成分与粒级组合稳定,conditional_candidate,low,SRC-008;SRC-019;SRC-021,yes,不得推断为 recycled/reclaimed；须先确认来源、杂质、粒度、污染风险和禁用场景。
二级棕刚玉,current_saleable,浇注料,耐火浇注料骨料/细粉候选,pending,耐火材料制造商,配方研发；采购,化学稳定；粒级组合；密度；水分,企业规格/测试方法；目标客户规格；样品或成品试验；COA/TDS/SDS；批次稳定性,客户配方验证,conditional_candidate,low,SRC-019;SRC-021,yes,不得推断为 recycled/reclaimed；须先确认来源、杂质、粒度、污染风险和禁用场景。
二级棕刚玉,current_saleable,耐磨地坪,地坪耐磨骨料研究线索,pending,建材配方商；工业矿物经销商,产品经理；采购,粒级；耐磨；颜色；杂质；法规,企业规格/测试方法；目标客户规格；样品或成品试验；COA/TDS/SDS；批次稳定性,可靠应用证据与成本,conditional_candidate,low,,yes,不得推断为 recycled/reclaimed；须先确认来源、杂质、粒度、污染风险和禁用场景。
二级棕刚玉,current_saleable,防滑骨料,防滑表面骨料研究线索,pending,建材配方商；经销商,产品经理；采购,粒级；防滑性能；耐久；法规,企业规格/测试方法；目标客户规格；样品或成品试验；COA/TDS/SDS；批次稳定性,可靠应用证据与合规,conditional_candidate,low,,yes,不得推断为 recycled/reclaimed；须先确认来源、杂质、粒度、污染风险和禁用场景。
二级棕刚玉,current_saleable,精密铸造,精密铸造件清理（非壳型材料结论）,pending,精密铸造厂；喷砂服务商,工艺；质量；采购,表面损伤；污染；粒度；清理效率,企业规格/测试方法；目标客户规格；样品或成品试验；COA/TDS/SDS；批次稳定性,精密铸件试喷,conditional_candidate,low,SRC-010,yes,不得推断为 recycled/reclaimed；须先确认来源、杂质、粒度、污染风险和禁用场景。
二级棕刚玉,current_saleable,其他：研磨/抛光,经客户规格定义的研磨或抛光线索,pending,工业制造商；经销商,工艺工程师；采购,粒度；表面质量；污染；工艺适配,企业规格/测试方法；目标客户规格；样品或成品试验；COA/TDS/SDS；批次稳定性,客户工艺验证,requires_high_risk_validation,low,SRC-018;SRC-021,yes,不得推断为 recycled/reclaimed；须先确认来源、杂质、粒度、污染风险和禁用场景。
煅烧棕刚玉,future_after_equipment_upgrade,固结磨具,陶瓷或树脂结合剂磨具原料,pending,磨具制造商,技术/配方工程师；采购,粒度组成；粒形；韧性/脆性；成分；磁性物；批次稳定,企业规格/测试方法；目标客户规格；样品或成品试验；COA/TDS/SDS；批次稳定性,规格与应用验证,future_candidate,medium,SRC-008;SRC-009;SRC-023,yes,未来产品，当前不可销售；须确认 post-fusion 热处理工艺及处理前后性能。
煅烧棕刚玉,future_after_equipment_upgrade,陶瓷砂轮,陶瓷结合剂砂轮,pending,磨具制造商,配方工程师；质量；采购,粒度；粒形；成分；烧结/结合剂适配,企业规格/测试方法；目标客户规格；样品或成品试验；COA/TDS/SDS；批次稳定性,客户配方中的稳定性能,future_candidate,low,SRC-008;SRC-009,yes,未来产品，当前不可销售；须确认 post-fusion 热处理工艺及处理前后性能。
煅烧棕刚玉,future_after_equipment_upgrade,树脂砂轮,树脂结合剂砂轮,pending,磨具制造商,配方工程师；采购,粒度；韧性；树脂相容性；切削；寿命；烧伤,企业规格/测试方法；目标客户规格；样品或成品试验；COA/TDS/SDS；批次稳定性,A/B 性能与一致性,future_candidate,medium,SRC-014;SRC-023,yes,未来产品，当前不可销售；须确认 post-fusion 热处理工艺及处理前后性能。
煅烧棕刚玉,future_after_equipment_upgrade,切割片,树脂切割片,pending,磨具制造商,产品开发；采购,切削率；寿命；烧伤；脱粒；安全性,企业规格/测试方法；目标客户规格；样品或成品试验；COA/TDS/SDS；批次稳定性,成品试验与批次一致,future_candidate,medium,SRC-014;SRC-023,yes,未来产品，当前不可销售；须确认 post-fusion 热处理工艺及处理前后性能。
煅烧棕刚玉,future_after_equipment_upgrade,角磨片,磨削片/角磨片,pending,磨具制造商,产品开发；质量；采购,磨削效率；寿命；烧伤；结合剂适配,企业规格/测试方法；目标客户规格；样品或成品试验；COA/TDS/SDS；批次稳定性,成品试验与技术支持,future_candidate,medium,SRC-014;SRC-023,yes,未来产品，当前不可销售；须确认 post-fusion 热处理工艺及处理前后性能。
煅烧棕刚玉,future_after_equipment_upgrade,涂附磨具,涂附磨料制品,pending,涂附磨具制造商,涂布工艺；产品开发；采购,P 粒度；粒形；静电植砂；吸胶；胶黏剂相容性,企业规格/测试方法；目标客户规格；样品或成品试验；COA/TDS/SDS；批次稳定性,涂布线和成品 A/B,future_candidate,medium,SRC-015,yes,未来产品，当前不可销售；须确认 post-fusion 热处理工艺及处理前后性能。
煅烧棕刚玉,future_after_equipment_upgrade,砂带,工业砂带,pending,涂附磨具制造商,产品开发；采购,P 粒度；植砂；切削；寿命；脱粒,企业规格/测试方法；目标客户规格；样品或成品试验；COA/TDS/SDS；批次稳定性,成品切削/寿命与稳定,future_candidate,medium,SRC-015,yes,未来产品，当前不可销售；须确认 post-fusion 热处理工艺及处理前后性能。
煅烧棕刚玉,future_after_equipment_upgrade,砂纸,砂纸及研磨片,pending,涂附磨具制造商,产品开发；采购,P 粒度；表面质量；胶黏剂相容性,企业规格/测试方法；目标客户规格；样品或成品试验；COA/TDS/SDS；批次稳定性,表面效果与批次一致,future_candidate,medium,SRC-015,yes,未来产品，当前不可销售；须确认 post-fusion 热处理工艺及处理前后性能。
煅烧棕刚玉,future_after_equipment_upgrade,喷砂,喷射清理介质,pending,喷砂企业；磨料经销商,表面处理工程师；HSE；采购,粒形；粉尘；污染；粒度；循环使用；SDS,企业规格/测试方法；目标客户规格；样品或成品试验；COA/TDS/SDS；批次稳定性,单位使用成本与表面结果,not_priority_hypothesis,low,SRC-008;SRC-010;SRC-017;SRC-018,yes,未来产品，当前不可销售；须确认 post-fusion 热处理工艺及处理前后性能。
煅烧棕刚玉,future_after_equipment_upgrade,表面处理,除锈/粗化/涂装前处理,pending,表面处理企业,工艺工程师；质量；采购,表面轮廓；清洁度；污染；粉尘,企业规格/测试方法；目标客户规格；样品或成品试验；COA/TDS/SDS；批次稳定性,目标基材试喷结果,not_priority_hypothesis,low,SRC-008;SRC-010;SRC-017;SRC-018,yes,未来产品，当前不可销售；须确认 post-fusion 热处理工艺及处理前后性能。
煅烧棕刚玉,future_after_equipment_upgrade,铸造清砂,铸件清理与去氧化皮,pending,铸造厂；喷砂服务商,铸造工艺；车间；采购,清理效率；表面损伤；污染；粉尘,企业规格/测试方法；目标客户规格；样品或成品试验；COA/TDS/SDS；批次稳定性,铸件试喷与单位工件成本,not_priority_hypothesis,low,SRC-010,yes,未来产品，当前不可销售；须确认 post-fusion 热处理工艺及处理前后性能。
煅烧棕刚玉,future_after_equipment_upgrade,耐火材料,定形/不定形耐火配方,pending,耐火材料制造商,配方研发；质量；采购,Al2O3/杂质；粒级；密度；配方稳定,企业规格/测试方法；目标客户规格；样品或成品试验；COA/TDS/SDS；批次稳定性,成分与粒级组合稳定,not_priority_hypothesis,low,SRC-008;SRC-019;SRC-021,yes,未来产品，当前不可销售；须确认 post-fusion 热处理工艺及处理前后性能。
煅烧棕刚玉,future_after_equipment_upgrade,浇注料,耐火浇注料骨料/细粉候选,pending,耐火材料制造商,配方研发；采购,化学稳定；粒级组合；密度；水分,企业规格/测试方法；目标客户规格；样品或成品试验；COA/TDS/SDS；批次稳定性,客户配方验证,not_priority_hypothesis,low,SRC-019;SRC-021,yes,未来产品，当前不可销售；须确认 post-fusion 热处理工艺及处理前后性能。
煅烧棕刚玉,future_after_equipment_upgrade,耐磨地坪,地坪耐磨骨料研究线索,pending,建材配方商；工业矿物经销商,产品经理；采购,粒级；耐磨；颜色；杂质；法规,企业规格/测试方法；目标客户规格；样品或成品试验；COA/TDS/SDS；批次稳定性,可靠应用证据与成本,not_priority_hypothesis,low,,yes,未来产品，当前不可销售；须确认 post-fusion 热处理工艺及处理前后性能。
煅烧棕刚玉,future_after_equipment_upgrade,防滑骨料,防滑表面骨料研究线索,pending,建材配方商；经销商,产品经理；采购,粒级；防滑性能；耐久；法规,企业规格/测试方法；目标客户规格；样品或成品试验；COA/TDS/SDS；批次稳定性,可靠应用证据与合规,not_priority_hypothesis,low,,yes,未来产品，当前不可销售；须确认 post-fusion 热处理工艺及处理前后性能。
煅烧棕刚玉,future_after_equipment_upgrade,精密铸造,精密铸造件清理（非壳型材料结论）,pending,精密铸造厂；喷砂服务商,工艺；质量；采购,表面损伤；污染；粒度；清理效率,企业规格/测试方法；目标客户规格；样品或成品试验；COA/TDS/SDS；批次稳定性,精密铸件试喷,not_priority_hypothesis,low,SRC-010,yes,未来产品，当前不可销售；须确认 post-fusion 热处理工艺及处理前后性能。
煅烧棕刚玉,future_after_equipment_upgrade,其他：研磨/抛光,经客户规格定义的研磨或抛光线索,pending,工业制造商；经销商,工艺工程师；采购,粒度；表面质量；污染；工艺适配,企业规格/测试方法；目标客户规格；样品或成品试验；COA/TDS/SDS；批次稳定性,客户工艺验证,not_priority_hypothesis,low,SRC-018;SRC-021,yes,未来产品，当前不可销售；须确认 post-fusion 热处理工艺及处理前后性能。
表面处理棕刚玉,planning_only,固结磨具,陶瓷或树脂结合剂磨具原料,pending,磨具制造商,技术/配方工程师；采购,粒度组成；粒形；韧性/脆性；成分；磁性物；批次稳定,企业规格/测试方法；目标客户规格；样品或成品试验；COA/TDS/SDS；批次稳定性,规格与应用验证,not_priority_hypothesis,low,SRC-008;SRC-009;SRC-023,yes,未来规划产品，当前不可销售；暂称 Surface-treated BFA，不得称 Iridium-coated。
表面处理棕刚玉,planning_only,陶瓷砂轮,陶瓷结合剂砂轮,pending,磨具制造商,配方工程师；质量；采购,粒度；粒形；成分；烧结/结合剂适配,企业规格/测试方法；目标客户规格；样品或成品试验；COA/TDS/SDS；批次稳定性,客户配方中的稳定性能,not_priority_hypothesis,low,SRC-008;SRC-009,yes,未来规划产品，当前不可销售；暂称 Surface-treated BFA，不得称 Iridium-coated。
表面处理棕刚玉,planning_only,树脂砂轮,树脂结合剂砂轮,pending,磨具制造商,配方工程师；采购,粒度；韧性；树脂相容性；切削；寿命；烧伤,企业规格/测试方法；目标客户规格；样品或成品试验；COA/TDS/SDS；批次稳定性,A/B 性能与一致性,future_candidate,medium,SRC-014;SRC-023,yes,未来规划产品，当前不可销售；暂称 Surface-treated BFA，不得称 Iridium-coated。
表面处理棕刚玉,planning_only,切割片,树脂切割片,pending,磨具制造商,产品开发；采购,切削率；寿命；烧伤；脱粒；安全性,企业规格/测试方法；目标客户规格；样品或成品试验；COA/TDS/SDS；批次稳定性,成品试验与批次一致,future_candidate,medium,SRC-014;SRC-023,yes,未来规划产品，当前不可销售；暂称 Surface-treated BFA，不得称 Iridium-coated。
表面处理棕刚玉,planning_only,角磨片,磨削片/角磨片,pending,磨具制造商,产品开发；质量；采购,磨削效率；寿命；烧伤；结合剂适配,企业规格/测试方法；目标客户规格；样品或成品试验；COA/TDS/SDS；批次稳定性,成品试验与技术支持,future_candidate,medium,SRC-014;SRC-023,yes,未来规划产品，当前不可销售；暂称 Surface-treated BFA，不得称 Iridium-coated。
表面处理棕刚玉,planning_only,涂附磨具,涂附磨料制品,pending,涂附磨具制造商,涂布工艺；产品开发；采购,P 粒度；粒形；静电植砂；吸胶；胶黏剂相容性,企业规格/测试方法；目标客户规格；样品或成品试验；COA/TDS/SDS；批次稳定性,涂布线和成品 A/B,future_candidate,medium,SRC-015,yes,未来规划产品，当前不可销售；暂称 Surface-treated BFA，不得称 Iridium-coated。
表面处理棕刚玉,planning_only,砂带,工业砂带,pending,涂附磨具制造商,产品开发；采购,P 粒度；植砂；切削；寿命；脱粒,企业规格/测试方法；目标客户规格；样品或成品试验；COA/TDS/SDS；批次稳定性,成品切削/寿命与稳定,future_candidate,medium,SRC-015,yes,未来规划产品，当前不可销售；暂称 Surface-treated BFA，不得称 Iridium-coated。
表面处理棕刚玉,planning_only,砂纸,砂纸及研磨片,pending,涂附磨具制造商,产品开发；采购,P 粒度；表面质量；胶黏剂相容性,企业规格/测试方法；目标客户规格；样品或成品试验；COA/TDS/SDS；批次稳定性,表面效果与批次一致,future_candidate,medium,SRC-015,yes,未来规划产品，当前不可销售；暂称 Surface-treated BFA，不得称 Iridium-coated。
表面处理棕刚玉,planning_only,喷砂,喷射清理介质,pending,喷砂企业；磨料经销商,表面处理工程师；HSE；采购,粒形；粉尘；污染；粒度；循环使用；SDS,企业规格/测试方法；目标客户规格；样品或成品试验；COA/TDS/SDS；批次稳定性,单位使用成本与表面结果,not_priority_hypothesis,low,SRC-008;SRC-010;SRC-017;SRC-018,yes,未来规划产品，当前不可销售；暂称 Surface-treated BFA，不得称 Iridium-coated。
表面处理棕刚玉,planning_only,表面处理,除锈/粗化/涂装前处理,pending,表面处理企业,工艺工程师；质量；采购,表面轮廓；清洁度；污染；粉尘,企业规格/测试方法；目标客户规格；样品或成品试验；COA/TDS/SDS；批次稳定性,目标基材试喷结果,not_priority_hypothesis,low,SRC-008;SRC-010;SRC-017;SRC-018,yes,未来规划产品，当前不可销售；暂称 Surface-treated BFA，不得称 Iridium-coated。
表面处理棕刚玉,planning_only,铸造清砂,铸件清理与去氧化皮,pending,铸造厂；喷砂服务商,铸造工艺；车间；采购,清理效率；表面损伤；污染；粉尘,企业规格/测试方法；目标客户规格；样品或成品试验；COA/TDS/SDS；批次稳定性,铸件试喷与单位工件成本,not_priority_hypothesis,low,SRC-010,yes,未来规划产品，当前不可销售；暂称 Surface-treated BFA，不得称 Iridium-coated。
表面处理棕刚玉,planning_only,耐火材料,定形/不定形耐火配方,pending,耐火材料制造商,配方研发；质量；采购,Al2O3/杂质；粒级；密度；配方稳定,企业规格/测试方法；目标客户规格；样品或成品试验；COA/TDS/SDS；批次稳定性,成分与粒级组合稳定,not_priority_hypothesis,low,SRC-008;SRC-019;SRC-021,yes,未来规划产品，当前不可销售；暂称 Surface-treated BFA，不得称 Iridium-coated。
表面处理棕刚玉,planning_only,浇注料,耐火浇注料骨料/细粉候选,pending,耐火材料制造商,配方研发；采购,化学稳定；粒级组合；密度；水分,企业规格/测试方法；目标客户规格；样品或成品试验；COA/TDS/SDS；批次稳定性,客户配方验证,not_priority_hypothesis,low,SRC-019;SRC-021,yes,未来规划产品，当前不可销售；暂称 Surface-treated BFA，不得称 Iridium-coated。
表面处理棕刚玉,planning_only,耐磨地坪,地坪耐磨骨料研究线索,pending,建材配方商；工业矿物经销商,产品经理；采购,粒级；耐磨；颜色；杂质；法规,企业规格/测试方法；目标客户规格；样品或成品试验；COA/TDS/SDS；批次稳定性,可靠应用证据与成本,not_priority_hypothesis,low,,yes,未来规划产品，当前不可销售；暂称 Surface-treated BFA，不得称 Iridium-coated。
表面处理棕刚玉,planning_only,防滑骨料,防滑表面骨料研究线索,pending,建材配方商；经销商,产品经理；采购,粒级；防滑性能；耐久；法规,企业规格/测试方法；目标客户规格；样品或成品试验；COA/TDS/SDS；批次稳定性,可靠应用证据与合规,not_priority_hypothesis,low,,yes,未来规划产品，当前不可销售；暂称 Surface-treated BFA，不得称 Iridium-coated。
表面处理棕刚玉,planning_only,精密铸造,精密铸造件清理（非壳型材料结论）,pending,精密铸造厂；喷砂服务商,工艺；质量；采购,表面损伤；污染；粒度；清理效率,企业规格/测试方法；目标客户规格；样品或成品试验；COA/TDS/SDS；批次稳定性,精密铸件试喷,not_priority_hypothesis,low,SRC-010,yes,未来规划产品，当前不可销售；暂称 Surface-treated BFA，不得称 Iridium-coated。
表面处理棕刚玉,planning_only,其他：研磨/抛光,经客户规格定义的研磨或抛光线索,pending,工业制造商；经销商,工艺工程师；采购,粒度；表面质量；污染；工艺适配,企业规格/测试方法；目标客户规格；样品或成品试验；COA/TDS/SDS；批次稳定性,客户工艺验证,not_priority_hypothesis,low,SRC-018;SRC-021,yes,未来规划产品，当前不可销售；暂称 Surface-treated BFA，不得称 Iridium-coated。
